sentence,label
manus_sajo: oja jaʈin_ ɡahala tijena eka kijawala: e:ka karan_na tijen_ne:,Good
me: aɓa ɡaha hæra tawat_ aɓa ɡas_ tibe:da raɟatumani?,Good
we:sa:wijak_ hiŋɗa: ræ: næ: nidi,Bad
we:sakame: ɡijapu ew_n_ a:je: ɡeʈa wad_da ɡan_nawat_ epa:,Bad
o:ka ɡihil_la: kijapaŋ uɓe: maha we:siʈa,Bad
maha we:si tamaji me: ok_ko:ʈama waɡa kijan_na o:ne:,Bad
ow_ itin_ maha we:sit_ oja waɡe: ne:,Bad
we:so: me:ka bala:ɡena harijaʈa o:ke: lijahan_,Bad
me: we:sijan_ʈa maɡe: de:wal_walaʈa æɡil_la ɡahan_ne: nætuwa nin_da jan_ne: næ:,Bad
we:sa ɡæ:ni: pala metani maɡe: dæ:saʈa nopeni:,Bad
maʈa nam_ dæn_ eka eka:ʈa we:sa wæɖa karala æti wela: in_ne:,Bad
we:sije: æji uɓa maʈa mehema dejak_ kale:,Bad
ada dawase: boho: wehesa wu: bæwin_ ik_manaʈa mama nin_daʈa ɡijemi,Good
ada tamaji ɡeʈa ɡewidi:maʈa sub_a nækata wæʈila: tijen_ne:,Good
o:wa: maha manus_sajan_ɡet_ wæradi,Good
api hæmo:ma waɡa kijan_na o:ne: me: maraneʈa,Good
itin_ i:ʈa pas_se: hæmo:ma satuʈin_ wisira ɡija:,Good
me: pæt_te: lijan_na kijan_na dan_na kenek_ hoja: ɡan_na widijak_ næd_da?,Good
nin_da nojana hæn_dæ:wa soɗurujida mona taram_,Good
dæ:sa pala: ɡena kaɗulæli a:wa:,Good
maʈa oja wæɖa ʈika ba:ra den_na mama nijameʈa oja:ʈa karala den_nam_ hæbæji sal_li o:ne:,Good
o:ka mehema kiw_wa: kijala harijan_ne: næhæ likitawa o:ne:,Good
e:ka maha ʈoukana ni:tijak_ne:,Bad
ʈoukan_ɖa ma:ra de:wal_ ʈikakaʈa maʈa me: dawas_ tune: muhuna den_na wune:,Bad
apiʈa in_ne: maha ʈoukana ja:luwo: seʈ_ ekak_ne:,Bad
ʈoukan_ɖa mama ehema kata:wak_ kohewat_ ka:ʈawat_ kijala næhæ,Bad
ʈoukana wæɖa karan_ne: api neme: uɓala ne:,Bad
ni:tijaʈa api hæmo:ma ɡaru kalajutuji,Good
e: de:wa:le: ma:ra widijaʈa ha:s_kam_ tijenawa:,Good
karadarajak_ wuna:ma næti ja:luwan_ɡen_ æti wæɖe: mokak_da?,Good
ka:ʈawat_ bæ: paradan_na nam_ wi:rijak_ hita jaʈa æt_nam_,Good
heʈa wæɖa karana ɟanata:wa wæɖa waraji,Good
fak_ mama ehema dejak_ hitala: neme: kiw_we:,Bad
ajijo: fak_ pæraduna:ne:?,Bad
fak_ karapu de:wal_ ok_ko:ma wature: ɡija: waɡe:,Bad
ajijo: fak_ ne: mahat_tajo:,Bad
fak_ kalin_ kijan_na epæji,Bad
anit_ pa:ra wæɖak_ karan_na ɡan_nakoʈa poɖ_ɖak_ hitala: matala: paʈan_ ɡan_na mo:ɖa wæɖa nokara,Good
ajijo: sa:mine: maʈa mehema duk_ den_na epa: tawat_,Good
æsaʈa nopenena kuɖa: k_ʃud__ra ɟi:wi:n_ wature: ɟi:wat_ weji,Good
mahat_tajo: me: pa:ra api can_de: den_ne: ma:lima:waʈa,Good
mi:ʈa kalin_ mama ohoma ekak_ dækalawat_ næ: me: palaweniwata:wa mama dækapu,Good
eja:ɡe: pukaʈa tama: mama kæmati wune:,Bad
eka eka:ʈa puka di:la: ras_sa: ɡan_na apiʈa o:ne: næ:,Bad
hiʈijot_ dekaʈa næwi: dewijot_ pukaʈa ariji,Bad
maɡe: puka kahanawa: baŋ,Bad
ap_po: o:ka: maha puk_man_ta: e:ka nisa: puka paris_sam_ karaɡena hiʈapan_,Bad
aru: maɡe: pukaʈamaji ɡæhuwe: baŋ,Bad
æt_taʈa me:ka me: karapu dasa balu wæɖe:ʈa o:kaɡe: puka palan_na epæji,Bad
dæn_ karan_na dejak_ næ: api o:kaɡe: puka kamu,Bad
ap_po: ada dawasama idan_ hiʈapu hin_da: puka ridenawa: baŋ,Bad
koc_cara las_sana wunat_ wæɖak_ næ: puka næt_tam_,Bad
puka ɡæna kata: ɡoɖak_ tijenawa:,Bad
puka ɡewanakam_ wæɖa kalat_ kisi hoɗak_ næti hæʈijak_,Bad
mama diha: mu:na puka karan_ balan_na epa:,Bad
ku:ɓi pukak_ taram_wat_ mole: kaladak_ tib_ba: nam_ oja waɡe: boruwakaʈa ræwaʈila: sal_li da:ji æ:,Bad
uɓa dan_na pukak_ ɡæna kata: karahan_ baŋ,Bad
o:na pukak_ hæbæji ma:wa nam_ o:waʈa ɡa:waɡena tib_bot_ bala:ɡenaji,Bad
oja ali puken_ bæhæla in_nawa: waɡe: hæsirena ew_n_ apiʈa nam_ ada:lama næ:,Bad
bærak_ oba:m_t_ ren_ne: puken_ e:ka nisa: kamak_ næ:,Bad
puka koc_cara las_sana wunat_ wæɖak_ næ:ne: kak_ka: janawane:,Bad
me: balan_nako: muɡe: puke: hilak_,Bad
mama kæmatima kijala ekak_ næ: mama ok_ko:ʈama waɡe: kæmatiji,Good
mama dæn_ ras_sa:wak_ hoja: ɡan_na kijala ki: tænakaʈa ɡija:da eka tænakawat_ ras_sawak_ ham_bune: næ:,Good
me:wa: dewijan_ʈa kiw_wa: kijala wæɖak_ wen_ne: næ: mokada me: dawas_wala dewijan_ʈat_ p__raʃ_na æti,Good
al_la kahanawa: nam_ sal_li en_nawa: neme: tijena ʈikat_ jana ekaji wen_ne:,Good
hanuman_ta: kijan_ne: mona ɡob_bajek_da,Good
aɖo: mama uɓa kawuda kijala: dan_ne: nætuwa wihiluwaʈa waɡe: ɡæhuwe:,Good
dara palan_na kijala porawa ɡad_di: tamaji maʈa matak_ wune: maʈa palan_na dara næ: kijala:,Good
api uk_ kamu,Good
am_me: maʈa oluwa poɖ_ɖak_ ridenawa: e: nisa: ada paŋti jan_na bæ: waɡe:,Good
las_sana de:wal_ balan_na kawuda akamæti,Good
kata: ɡoɖaji e:t_ wæɖa ʈikaji,Good
hoɗak_ balan_ wæɖak_ kalot_ wen_ne: hæmada:ma naraka na:maja,Good
mu:na balapuwa:ma ec_cara naraka manus_sajek_ kijala kijan_na bæ: e:t_ minis_su mu:na balala: wiʃ_wa:sa karan_na bæ:,Good
uɓa me: e:kiʈa ræwaʈila: in_ne:,Good
dan_na jaka: hoɗaji nodan_na dewijon_ʈa waɖa:,Good
pi:ra araɡena hoɗaʈa hiramane: ɡa:n_na,Good
tawa ʈika dawasakin_ ɡaŋ watura bæhæla: ja:wi:,Good
kamak_ næ: monawa: kalat_ mokada hite: kisi dukak_ næ: monawa: wunat_,Good
koc_cara a:daren_ hiʈijat_ dawasak_ enawa: e: a:dare:ʈa tita tijan_na,Good
am_me: maɡe: kalisame: hilak_ e:ka mahala den_nako:,Good
uɓa ma:t_ ek_ka e:kaʈa hæminen_na en_na epa: e:ka u:t_ ek_ka bala: ɡan_na,Bad
uɓaʈa kijan_na bæji nam_ hæmanijan_,Bad
an_time:ʈa uɓa eka eka:ʈa haman_nan_na ɡihil_la: uɓa kelo: ɡan_nawa:,Bad
to: me: pa:ra tamaji hoɗawæjin_ haman_na ɡan_ne:,Bad
to: maʈat_ haman_nala: to:t_ hæminijan_,Bad 
ma:t_ o:wa: a:sa:wen_ karana wæɖa neme: karan_na dejak_ nætikamaʈa karana wæɖa,Good
bæ: kijala dejak_ næ: uwamana:wak_ nætikama misak_,Good
a:n_ aru: arakit_ ek_ka horen_ pænala: ɡihil_la:,Good
to: hituwada me: pa:rat_ api æn_ɗeji kijala: e:wa: haɗe: tama: mit__raja:,Good
to:t_ ekaji toɡe: maha ew_nut_ ekaji,Good
kawuru kalat_ o:wa: nam_ maha kæm_ri wæɖa baŋ,Bad
mo:ɖa pum_ka mokada wen_ne: me: dawas_wala,Bad
ap_po: e: hum_ta wæɖa karan_næ:,Bad
ap_po: oja pam_ka ɡæna nam_ a:je: maɡen_ ahan_na epa:,Bad
e: ut_tiɡe: ma:ra lajin_ tijen_ne: dæn_,Bad
kiɓi sipajijo: nisa: kel_lek_ʈa pa:re: bæhæla jan_na bæri juɡajak_ æwil_la: tijen_ne:,Bad
hum_kana pa:lakajo: nisa: raʈaʈa wec_ca harija dæn_ nam_ hoɗaʈama æti,Bad
me: paɡaja: dæk_ka ka:lajak_ mataka næ:,Bad
be:sik_ kol_lo: adawat_ maɡe: baɖu ʈika ɡena:wada?,Bad
pala hum_p_ta: jan_na to:t_ ek_ka a:je: kata:wak_ næ:,Bad
kawuru kawurut_ me:ka mataka tija:ɡat_ta: nam_ hoɗaji me:ka ape: raʈa,Good
mokada ada ha:wak_ hu:wak_ næt_te:,Good
ap_po: dæn_ bas_ eka ɡihil_la: pæja ɡa:nak_ wenawa:,Good
o:na p__raʃ_najak_ ahan_na kisi aw_lak_ næ:,Good
dæn_ tijen_ne: wid__ja:wa i:ʈa pas_se: tijen_ne: ɡananuji iŋɡ__ri:siji,Good
pærakum_ juɡajak_ næwatat_ araɓawu niɟa b_u:mitale: laŋka:,Good
can_den_ pat_ karapu pa:lakajo: harijaʈa raʈa pa:lanaja kara: nam_ ada mehema po:lim_ wala in_na o:ne: næ:ne:,Good
ka:lajak_ ma:t_ o:ka wiʃ_wa:sa kara: e:t_ pas_se: te:rum_ ɡija: o:kat_ maha boruwak_ kijala:,Good
kol_lo: kel_lo: hæmo:ʈama denawa: hoɗa siŋduwak_,Good
mama jan_na janawa: a:je: nam_ en_na hitan_ne:wat_ næ:,Good
